STORY,QUERY,TRACK,INDEX
"Zhou Jie and Lin Wan are a married couple who still love each other very much after many years of marriage. Although they are busy with work, on the night of their wedding anniversary, Zhou Jie prepares a romantic dinner for Lin Wan, and the scene is very warm and romantic.","<QUESTION>###QUESTION: At the wedding anniversary dinner, Lin Wan should feel happy, but she shows disappointment, why is this?</QUESTION>
<OPTIONS>###OPTION: A. Lin Wan worries that Zhou Jie's feelings for her are not as strong as before. B. Lin Wan encounters some difficulties at work recently, but feels Zhou Jie does not care about her worries. C. Lin Wan recently gets a beautiful new hairstyle, but Zhou Jie does not notice. D. Lin Wan actually hopes that Zhou Jie proposes to go to a foreign holiday resort on their wedding anniversary, not just a dinner, so she feels very disappointed.</OPTIONS>",479,229
"Zhou Jie and Lin Wan are a married couple who still love each other very much after many years of marriage, and they are always busy with work. Lin Wan encounters some difficulties at work recently, but she feels Zhou Jie does not care about her worries. On the night of their wedding anniversary, Zhou Jie prepares a romantic dinner for Lin Wan, and the scene is very warm and romantic.","<QUESTION>###QUESTION: What emotion does Lin Wan possibly have at this moment?</QUESTION>
<OPTIONS>###OPTION: A. Happy B. Disappointed C. Angry D. Regretful</OPTIONS>",480,230
"Su Ming attends a long-awaited e-sports championship final. When his favorite team is in a fierce battle, he holds the support item in his hand nervously, and watches every move with full concentration.","<QUESTION>###QUESTION: What is Su Ming's reaction while watching the e-sports championship?</QUESTION>
<OPTIONS>###OPTION: A. Nervous B. Disappointed C. Thrilled D. Bored</OPTIONS>
<QUESTION>###QUESTION: Su Ming should feel excited in the electronic game championship, but why does he look very upset?</QUESTION>
<OPTIONS>###OPTION: A. Su Ming finds that the viewing environment on the scene is not as comfortable as he expects. B. Su Ming's favorite team performs poorly, and continuous mistakes lead to failure. C. Su Ming's favorite team wins the game, but he thinks the referee's decision is unfair. D. During the game, Su Ming accidentally meets a person he does not like, which affects his mood.</OPTIONS>",481-482,231
"Su Ming attends a long-awaited electronic game championship final. When his favorite team is in a fierce battle, he holds the support item in his hand nervously, and watches every move with full concentration. Unfortunately, the favorite team does not perform well, and continuous mistakes lead to failure.","<QUESTION>###QUESTION: What is Su Ming's feeling after the game ends?</QUESTION>
<OPTIONS>###OPTION: A. Nervous B. Disappointed C. Excited D. Bored</OPTIONS>",483,232
"Wang Lei is a programmer, he posts his new algorithm on a well-known tech forum. This algorithm is widely considered a major breakthrough in the field.","<QUESTION>###QUESTION: What is Wang Lei's reaction when he sees his algorithm is widely recognized?</QUESTION>
<OPTIONS>###OPTION: A. Proud B. Ashamed C. Surprise D. Worry</OPTIONS>
<QUESTION>###QUESTION: Wang Lei's algorithm is widely recognized, he should feel proud, but he actually feels worried, why is this?</QUESTION>
<OPTIONS>###OPTION: A. Wang Lei worries that his algorithm might be surpassed by other competitors. B. Wang Lei thinks his algorithm is not a major breakthrough in the field. C. Wang Lei's colleagues do not congratulate him on his success, this makes him feel uneasy. D. The algorithm involves confidential content, it needs approval before it can be posted, but Wang Lei forgets.</OPTIONS>",484-485,233
"Wang Lei is a programmer, he posts his new algorithm on a well-known tech forum. This algorithm is widely considered as a major breakthrough in the field, and some people point out that the algorithm involves secrets and needs approval to post.","<QUESTION>###QUESTION: What is Wang Lei's feeling when his algorithm gets wide attention?</QUESTION>
<OPTIONS>###OPTION: A. Proud B. Ashamed C. Surprise D. Worry</OPTIONS>",486,234
Chen Lei prepares for an important speech for several months. She stands on the stage and finds that only a few people sit in the audience seats.,"<QUESTION>###QUESTION: What is the possible reaction of Chen Lei standing on the stage?</QUESTION>
<OPTIONS>###OPTION: A. Thrilled B. Fear C. Curious D. Disappointed</OPTIONS>
<QUESTION>###QUESTION: Chen Lei should feel disappointed with the scarce audience, but she seems very excited, why is this?</QUESTION>
<OPTIONS>###OPTION: A. Chen Lei realizes that a small audience means she can give her speech more relaxedly, which makes her excited. B. There are Chen Lei's competitors in the audience, she is excited to prove her strength. C. This is a confidential meeting, and all the people sitting below are the big experts that Chen Lei admires. D. The few people below the stage are all supporters of Chen Lei's competitors, she is excitedly preparing to win their respect with her speech.</OPTIONS>",487-488,235
"Chen Lei prepares for an important speech for several months. She stands on the stage and finds that only a few people sit in the audience seats. This is because this is a confidential meeting, and those who sit below the stage are the big experts that Chen Lei admires.","<QUESTION>###QUESTION: What kind of emotion does Chen Lei possibly have at this time?</QUESTION>
<OPTIONS>###OPTION: A. Thrilled B. Fear C. Curious D. Disappointed</OPTIONS>",489,236
"Zhao Min is a respected teacher in the community, she recently launches a community education project, aiming to help drop-out children return to school. Her efforts receive wide support and praise from community parents and colleagues.","<QUESTION>###QUESTION: What is Zhao Min's reaction when the community supports and praises her project?</QUESTION>
<OPTIONS>###OPTION: A. Sadness B. Thrilled C. Panic D. Sad</OPTIONS>
<QUESTION>###QUESTION: Zhao Min should feel excited about the community's support, why does she actually feel melancholy?</QUESTION>
<OPTIONS>###OPTION: A. Zhao Min worries that parents only superficially agree with her project, rather than truly agree with her project in their hearts. B. Zhao Min's power is very weak alone, there are still many children in the community who need help but do not receive attention. C. Zhao Min feels melancholy about whether her efforts can truly change the future of these children. D. Zhao Min worries about whether the children returning to school can adapt to the school environment and whether her own approach is appropriate.</OPTIONS>",490-491,237
"Zhao Min is a respected teacher in the community, she recently initiates a community education project, aiming to help drop-out children return to school. Her efforts receive wide support and praise from community parents and colleagues. At the same time, Zhao Min also realizes that her own power is very weak, it is difficult to help more community drop-out children.","<QUESTION>###QUESTION: What is Zhao Min feeling after initiating the community education project?</QUESTION>
<OPTIONS>###OPTION: A. Sadness B. Thrilled C. Panic D. Sad</OPTIONS>",492,238
"Su Ting publishes an article about future technology trends on her personal blog. This article cites many literature materials and unexpectedly causes a huge response on social media, and people widely share and discuss it.","<QUESTION>###QUESTION: What is Su Ting's reaction when she sees her article suddenly becomes popular?</QUESTION>
<OPTIONS>###OPTION: A. Happy B. Surprise C. Panic D. Anxious</OPTIONS>
<QUESTION>###QUESTION: Su Ting should be surprised at the success of her article, but in fact, she feels anxious. Why is this?</QUESTION>
<OPTIONS>###OPTION: A. Su Ting worries that her next article may not meet people's high expectations. B. Su Ting's article contains some unconfirmed information, she worries that this may cause controversy. C. Su Ting worries that her personal information may be leaked by others because of the popularity of her article. D. Suddenly receiving such high attention and expectations, Su Ting worries that she may not be able to bear it.</OPTIONS>",493-494,239
"Su Ting posts an article about future technology trends on her personal blog. This article cites many literature materials and unexpectedly causes a huge response on social media, and people widely share and discuss it. Su Ting feels that she is completely exposed to the public view.","<QUESTION>###QUESTION: How does Su Ting feel when her document receives widespread attention?</QUESTION>
<OPTIONS>###OPTION: A. Happy B. Surprise C. Panic D. Anxious</OPTIONS>",495,240
Lin Feng falls down accidentally while he dances on the stage.,"<QUESTION>###QUESTION: What kind of emotion does Lin Feng have?</QUESTION>
<OPTIONS>###OPTION: A. Regretful B. Embarrassed C. Satisfied D. Jealous</OPTIONS>
<QUESTION>###QUESTION: He should feel embarrassed, but he appears very satisfied, why?</QUESTION>
<OPTIONS>###OPTION: A. Lin Feng is very satisfied with his performance because he believes no one notices his mistake. B. Lin Feng falls because he wants to end this performance early. C. The falling scene is a creative design by Lin Feng in the dance, he successfully completes this perfect performance. D. After he falls, he finds a nail on the sole of his shoe, he is happy that he does not get hurt.</OPTIONS>",496-497,241
"Lin Feng dances on stage, for the creativity of the dance, he intentionally designs to accidentally fall in front of all the audience, and safely completes the entire dance. Lin Feng accidentally falls while dancing on stage.","<QUESTION>###QUESTION: What kind of emotion does Lin Feng produce?</QUESTION>
<OPTIONS>###OPTION: A. Regretful B. Embarrassed C. Satisfied D. Jealous</OPTIONS>",498,242
"The scenery of Copacabana Beach in Rio de Janeiro, Brazil is beautiful, many people are experiencing exciting surfing, Wang Lei, as a sports enthusiast, looks forward to and is about to start experiencing surfing.","<QUESTION>###QUESTION: What is Wang Lei's feeling when he tries surfing?</QUESTION>
<OPTIONS>###OPTION: A. Thrilled B. Disappointed C. Fear D. Satisfied</OPTIONS>
<QUESTION>###QUESTION: Wang Lei should feel excited when surfing, but he actually feels scared, why is this?</QUESTION>
<OPTIONS>###OPTION: A. Wang Lei finds that the water quality of his surfing location is not very good, which scares him. B. The waves are much larger than Wang Lei expects, and the experience of drowning in childhood makes him feel scared. C. Wang Lei's surfing coach appears very nervous, this affects Wang Lei's mood and makes him feel scared. D. Wang Lei accidentally falls while surfing, this makes him feel scared of surfing.</OPTIONS>",499-500,243
