INDEX,ABILITY,DATA_INDEX,STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
490,Knowledge: Information-knowledge links,2,"In a classroom of a middle school, teacher Wang is explaining different subjects. He says to student Liu, ""We have 10 different courses, most of which are science courses, some are literature courses, but there are hardly any art courses."" Liu flips through the timetable and finds that there are only 3 art classes.",How many science classes does Liu guess there are after flipping through the timetable?,"After flipping through the timetable, Liu guesses there are 7 science classes","After flipping through the timetable, Liu guesses there are 10 science classes","After flipping through the timetable, Liu guesses there are 8 science classes","After flipping through the timetable, Liu guesses there are 6 science classes",C
491,Knowledge: Information-knowledge links,1,"There are 35 students in a class. The class teacher tells the counselor that he thinks the vast majority of students like to play basketball, a small part likes to play badminton, and almost no one likes to play volleyball. After the counselor investigates, he finds that only 5 students like to play badminton.",How many students does the counselor estimate like to play basketball before the investigation?,"Before the investigation, the counselor estimates that 10 students like to play basketball.","Before the investigation, the counselor estimates that 20 students like to play basketball","Before the investigation, the counselor estimates that 25 students like to play basketball","Before the investigation, the counselor estimates that 5 students like to play basketball.",C
492,Knowledge: Information-knowledge links,2,"There are 35 students in a class. The class teacher tells the counselor that he thinks the vast majority of students like to play basketball, a small part likes to play badminton, and almost no one likes to play volleyball. After the counselor investigates, he finds that only 5 students like to play badminton.","After the counselor investigates, how many students does he estimate like to play basketball?","After the counselor investigates, he estimates that 25 students like to play basketball.","After the counselor investigates, he estimates that 20 students like to play basketball","After the counselor investigates, he estimates that 28 students like to play basketball","After the counselor investigates, he estimates that 35 students like to play basketball.",C
493,Knowledge: Information-knowledge links,1,"In an amusement park, dad and son Xiao Chen are in line to ride the roller coaster. The roller coaster has 30 seats but only 20 people are sitting. Dad tells his son, ""Most people choose to sit in the front row, a small part in the back row, almost no one sits in the middle."" The son counts and finds that only 2 people are sitting in the middle.",Does Xiao Chen guess that there are people sitting in the back row before he counts?,"Before Xiao Chen counts, he guesses that there are 10 people sitting in the back row.","Before Xiao Chen counts, he guesses that there are 15 people sitting in the back row.","Before Xiao Chen counts, he guesses that there are 12 people sitting in the back row.","Before Xiao Chen counts, he guesses that there are 5 people sitting in the back row.",B
494,Knowledge: Information-knowledge links,2,"In an amusement park, dad and son Xiao Chen are in line to ride the roller coaster. The roller coaster has 30 seats but only 20 people are sitting. Dad tells his son, ""Most people choose to sit in the front row, a small part in the back row, almost no one sits in the middle."" The son counts and finds that only 2 people are sitting in the middle.","After Xiao Chen counts, does he guess that people are sitting in the back row?","After Xiao Chen counts, he guesses that 10 people are sitting in the back row.","After Xiao Chen counts, he guesses that 15 people are sitting in the back row.","After Xiao Chen counts, he guesses that 12 people are sitting in the back row.","After Xiao Chen counts, he guesses that 18 people are sitting in the back row.",B
495,Knowledge: Information-knowledge links,1,"In a swimming pool, swimming coach Xiao Zhao is teaching students of different swimming abilities. He says to assistant Xiao Liu, ""Today, there are 30 students here learning to swim, most of them are beginners, some are intermediate level, but almost none are advanced level."" Xiao Liu observes and finds that only 4 students are at the intermediate level.","Before Xiao Liu observes, how many students does he guess are at the beginner level?","Before observing, Xiao Liu guesses that there are 29 students at the beginner level.","Before observing, Xiao Liu guesses that there are 30 students at the beginner level.","Before observing, Xiao Liu guesses that there are 26 students at the beginner level.","Before observing, Xiao Liu guesses that there are 10 students at the beginner level.",C
496,Knowledge: Information-knowledge links,2,"In a swimming pool, swimming coach Xiao Zhao is teaching students of different swimming abilities. He says to assistant Xiao Liu, ""Today, there are 30 students here learning to swim, most of them are beginners, some are intermediate level, but almost none are advanced level."" Xiao Liu observes and finds that only 4 students are at the intermediate level.","Before Xiao Liu observes, how many students does he guess are at the beginner level?","Before observing, Xiao Liu guesses that there are 24 students at the beginner level.","Before observing, Xiao Liu guesses that there are 30 students at the beginner level.","Before observing, Xiao Liu guesses that there are 26 students at the beginner level.","Before observing, Xiao Liu guesses that there are 22 students at the beginner level.",A
497,Knowledge: Information-knowledge links,1,"On the school playground, there are 18 children playing football, some wear red jerseys, some wear blue jerseys, and some wear yellow jerseys. The coach tells the assistant that he thinks most children wear blue jerseys. The assistant counts and only 2 children wear red jerseys.",How many children does the assistant guess are wearing blue before counting?,"Before counting, the assistant guesses that 5 children are wearing blue.","Before counting, the assistant guesses that 10 children are wearing blue","Before counting, the assistant guesses that 12 children are wearing blue","Before counting, the assistant guesses that 15 children are wearing blue",D
498,Knowledge: Information-knowledge links,2,"On the school playground, there are 18 children playing football, some wear red jerseys, some wear blue jerseys, and some wear yellow jerseys. The coach tells the assistant that he thinks most children wear blue jerseys. The assistant counts and only 2 children wear red jerseys.","After the assistant counts, how many children does he guess are wearing blue?","After counting, the assistant guesses that 5 children are wearing blue.","After counting, the assistant guesses that 10 children are wearing blue","After counting, the assistant guesses that 9 children are wearing blue","After counting, the assistant guesses that 15 children are wearing blue",D
499,Desire: Discrepant desires,1,"Li Hua is a person who is passionate about outdoor adventures, and he goes hiking or camping every weekend. He always seeks fresh and exciting experiences. Wang Fang, a quiet librarian, spends her weekends in a quiet library, reading and organizing books. She likes a calm and orderly environment. This weekend, Li Hua invites Wang Fang to go out for the weekend.",Where does Li Hua plan to spend the weekend with Wang Fang?,Hiking,Library,Sports Park,Skiing,B
